release_date,title,genres,production_budget,domestic_gross,foreign_gross,worldwide_gross
2015-05-01,Marquise of O,Drama,,6049,,
2015-07-17,Famous Nathan,Documentary,,6048,,
2015-03-27,The Riot Club,Drama,,6041,,
2015-10-30,"Sex, Death and Bowling",Comedy,,5972,,
2014-11-07,Viva La Liberta,,,5955,,
2015-08-21,Top Spin,Documentary,150000,5858,0,5858
2015-11-20,Mediterranea,Drama,,5846,,
2015-10-02,Shout Gladi Gladi,Documentary,,5839,,
2015-06-19,The Wanted 18,Documentary,,5680,,
2015-05-29,Tu dors Nicole,Comedy,,5662,,
2015-11-06,This Isn't Funny,Romantic Comedy,,5654,,
2015-05-15,Our Man in Tehran,Documentary,,5573,,
2015-04-03,The Living,Thriller/Suspense,,5514,,
2014-12-05,Concerning Violence,Documentary,,5439,,
2014-10-29,Revenge of the Mekons,Documentary,,5374,,
2015-05-01,Far From Men,Drama,,5336,,
2015-03-20,She's Lost Control,Drama,,5319,,
2015-03-27,From Mayerling to Sarajevo,Drama,,5247,,
2015-04-17,The Dead Lands,Action,,5240,,
2014-10-03,The Good Lie,Drama,,5220,,
2015-06-26,The Princess of France,Drama,,5212,,
2015-10-16,Death Valley,Drama,,5211,,
2014-07-11,Les vacances du petit Nicolas,Comedy,,5114,,
2015-08-28,A Reason,Drama,,5010,,
2015-02-06,The Voices,Comedy,,5000,,
2015-04-03,SBK The-Movie,Comedy,,4950,,
2015-05-01,Gerontophilia,Comedy,,4916,,
2015-05-29,Barely Lethal,Comedy,,4912,,
2015-12-11,"Arabian Nights: Volume 2, T…",Drama,,4839,,
2014-12-17,Goodbye to All That,Drama,,4790,,
2015-01-23,Miss Hill: Making Dance Matter,Documentary,,4706,,
2015-09-25,Ashby,Comedy,,4631,,
2015-05-22,Seeds of Time,Documentary,,4630,,
2015-08-14,Tango Negro: The African Ro…,Documentary,,4593,,
2015-03-27,52 Tuesdays,Drama,,4484,,
,Yosemite,,,4461,,
2015-01-09,"Farwell, Herr Schwartz",Documentary,,4455,,
2014-11-07,The Sacrifice,Drama,,4442,,
2014-12-12,Back in Time,Drama,,4330,,
2015-05-01,Days of Grace,Thriller/Suspense,,4308,,
2015-09-18,The Blade of Don Juan,Romantic Comedy,,4254,,
2015-07-10,What We Did on Our Holiday,Comedy,,4200,,
2011-08-19,The Worst Movie EVER!,Comedy,,4196,,
2015-01-16,Three Night Stand,Comedy,,4076,,
2015-01-23,Salvation Army,Drama,,3929,,
2015-05-08,La ranÃ§on de la gloire,Comedy,,3926,,
2015-05-29,Unfreedom,Drama,,3778,,
2015-11-06,In the Basement,Documentary,,3643,,
2015-07-17,Fidelio Alice's Journey,Drama,,3580,,
2015-07-31,Jenny's Wedding,Drama,,3540,,
2015-07-31,That Sugar Film,Documentary,,3500,,
2015-10-23,Blackhats,Thriller/Suspense,,3442,,
2015-05-01,Hyena,Thriller/Suspense,,3401,,
2015-05-15,Know How,Musical,,3323,,
2014-12-12,Tip Top,Comedy,,3318,,
2015-05-22,Drunk Wedding,Comedy,600000,3301,0,3301
2015-08-28,Windsor Drive,Thriller/Suspense,850000,3256,0,3256
2015-12-16,Dreams Rewired,Documentary,,3240,,
2015-01-30,Wild Card,Action,30000000,3200,4312589,4315789
2015-10-09,Xenia,Drama,,3181,,
2015-03-06,Allure,,,3130,,
2014-02-27,Anita Ho,Comedy,,3050,,
2014-11-07,The Way He Looks,Drama,,3043,,
2015-09-18,Chocolat,Drama,25000000,2710,81190583,152500343
2015-10-23,Julia,Thriller/Suspense,6000000,2710,1300000,1365108
2014-10-03,The Blue Room,Thriller/Suspense,,2684,,
2015-11-20,On War,Comedy,,2672,,
2015-12-11,Body,Thriller/Suspense,,2634,,
2015-03-06,Hayride 2,Horror,,2571,,
2014-11-28,Les yeux jaunes des crocodiles,Drama,,2487,,
2015-06-26,L.A. Slasher,Comedy,,2421,,
2014-11-14,Banksy Does New York,Documentary,,2388,,
2015-09-28,"Me, You and Five Bucks",Romantic Comedy,1500000,2105,0,2105
2014-06-13,Manuscripts Donât Burn,Drama,,2016,,
2015-03-20,Tracers,Action,,2000,,
2014-11-26,Women Who Flirt,Comedy,,1973,,
2015-08-07,Sneakerheadz,Documentary,,1903,,
2015-12-18,The Lady in the Car With Gl…,Thriller/Suspense,,1901,,
2014-12-05,Life Partners,Comedy,,1870,,
2015-02-27,Everly,Action,,1800,,
2014-09-17,"20,000 Days on Earth",Documentary,,1788,,
2015-02-06,The Other Man: F.W. de Kler…,Documentary,,1747,,
2015-08-14,Dark Forest,Horror,,1739,,
2015-10-23,The Looking Glass,Drama,300000,1711,0,1711
2015-11-20,The Summer of Sangaile,Drama,,1700,,
2015-08-28,Drown,Drama,,1631,,
2015-10-16,Cut Snake,Thriller/Suspense,,1625,,
2015-09-25,Forever,Drama,,1597,,
2015-10-30,Making Rounds,Documentary,,1484,,
2014-12-12,The Captive,Thriller/Suspense,,1457,,
2013-03-22,The Pardon,Drama,,1418,,
2015-01-23,Son of a Gun,Action,,1411,,
2014-10-17,Eternity: The Movie,Comedy,,1390,,
2014-09-12,Faith Connections,Documentary,550000,1339,0,9111
2015-02-06,3 Nights in the Desert,Drama,,1297,,
2015-03-13,Itâs Hard Being Loved by Je…,Documentary,,1279,,
2015-05-08,Skin Trade,Action,9000000,1242,0,1242
2014-10-01,The Decent One,Documentary,,1087,,
2015-05-15,Childless,Drama,1000000,1036,0,1036
2015-06-05,United Passions,Drama,30000000,918,167914,168832
2014-05-16,Half of a Yellow Sun,Drama,,884,,
2015-01-23,Big Muddy,Drama,,881,,
2014-08-27,Through a Lens Darkly,Documentary,,728,,
2015-01-09,It's All So Quiet,Drama,,724,,
2014-06-20,A Summerâs Tale,Comedy,,664,,
2015-06-20,Fonzy,Comedy,,644,,
2015-05-01,Chic!,Comedy,,587,,
2015-06-05,Patch Town,Adventure,,584,,
2014-08-01,Finding Fela!,Documentary,,554,,
2014-10-24,Two-Bit Waltz,Comedy,,554,,
2014-08-22,The Olivia Experiment,Comedy,,500,,
2014-02-14,Jimmy P.,Drama,,483,,
2014-08-22,Love is Strange,Drama,,352,,
2015-05-29,The Chambermaid,Drama,,315,,
2015-04-17,El Nino,Thriller/Suspense,,245,,
2014-06-20,Exhibition,Drama,,187,,
2015-01-02,[REC] 4: Apocalypse,Horror,,129,,
2015-04-24,Lou!,Comedy,,88,,
2014-09-05,Memphis,Drama,,54,,
2015-11-19,Paranoid Girls,,,54,,
2014-11-07,The Historian,,,36,,
2014-12-05,Pioneer,Thriller/Suspense,,24,,
2016-06-17,Finding Dory,Adventure,200000000,486295561,539068066,1025363627
2016-12-16,Rogue One: A Star Wars Story,Adventure,200000000,424987707,523879949,1056057273
2016-05-06,Captain America: Civil War,Action,250000000,408084349,745200000,1153284349
2016-07-08,The Secret Life of Pets,Adventure,75000000,368384330,518222082,886606412
2016-04-15,The Jungle Book,Adventure,175000000,364001123,596358986,960360109
2016-04-15,The Jungle Book,Adventure,27000000,364001123,0,44342956
2016-02-12,Deadpool,Action,58000000,363070709,421954884,785025593
2016-03-04,Zootopia,Adventure,150000000,341268248,682515947,1023784195
2016-03-25,Batman v Superman: Dawn of …,Action,,330360194,,
2016-08-05,Suicide Squad,Action,175000000,325100054,421746840,746846894
2016-11-04,Doctor Strange,Action,165000000,230107790,443762646,676404566
2016-11-18,Fantastic Beasts and Where …,Adventure,,222675573,,
2016-11-23,Moana,Musical,150000000,210046114,387870379,636627423
2015-12-18,Star Wars Ep. VII: The Forc…,Adventure,,194453283,,
2015-12-25,The Revenant,Adventure,135000000,182765375,349300408,532938302
2016-12-21,Sing,Adventure,75000000,166497820,364125744,634454789
2016-12-21,Sing,Adventure,84000,166497820,0,0
2016-07-29,Jason Bourne,Action,120000000,162192920,253975396,416168316
2016-07-22,Star Trek Beyond,Adventure,185000000,158848340,176953893,335802233
2016-05-27,X-Men: Apocalypse,Action,178000000,155442489,387095057,542537546
2016-11-04,Trolls,Adventure,125000000,150130292,189535549,343242613
2016-01-29,Kung Fu Panda 3,Adventure,140000000,143528619,377642206,521170825
2016-07-15,Ghostbusters,Comedy,144000000,128350574,100658084,229008658
2016-07-15,Ghostbusters,Comedy,30000000,128350574,53000000,295212467
2016-06-17,Central Intelligence,Comedy,50000000,127440871,89753934,217194805
2016-07-01,The Legend of Tarzan,Adventure,180000000,126643061,222258964,348902025
2016-09-09,Sully,Drama,60000000,124976335,113454523,238524556
2016-07-29,Bad Moms,Comedy,20000000,113257297,67741419,180998716
2016-05-20,The Angry Birds Movie,Adventure,73000000,107509366,244818521,352327887
2016-06-24,Independence Day: Resurgence,Action,165000000,103144286,281025138,384169424
2016-06-10,The Conjuring 2: The Enfiel…,Horror,,102470008,,
2016-08-12,Sausage Party,Comedy,19000000,97670358,43673897,141344255
2016-09-23,The Magnificent Seven,Western,90000000,93420253,69092501,162525156
2016-11-11,Arrival,Drama,47000000,92191690,102581755,203127894
2016-01-15,Ride Along 2,Comedy,40000000,90862685,33964631,124827316
2016-08-26,Donât Breathe,Horror,10000000,89217875,69755810,158973685
2016-09-30,Miss Peregrineâs Home for P…,Adventure,,86945137,,
2016-10-14,The Accountant,Thriller/Suspense,40000000,85856696,66702038,152962083
2016-06-03,Teenage Mutant Ninja Turtle…,Adventure,,82051601,,
2016-07-01,The Purge: Election Year,Horror,10000000,79042440,39472287,118514727
2016-05-27,Alice Through the Looking G…,Adventure,,77042381,,
2016-08-12,Peteâs Dragon,Adventure,65000000,76233151,61535824,137768975
2016-08-12,Peteâs Dragon,Adventure,10000000,76233151,0,36000000
2016-10-07,The Girl on the Train,Thriller/Suspense,45000000,75395035,98883179,174278214
2016-10-21,Tyler Perryâs Boo! A Madea …,Comedy,,73206343,,
2016-09-23,Storks,Adventure,70000000,72414850,110674153,183353431
2016-03-11,10 Cloverfield Lane,Thriller/Suspense,15000000,72082999,36203423,108286422
2016-07-22,Lights Out,Horror,5000000,67268835,81537675,148806510
2016-03-18,The Divergent Series: Alleg…,Action,,66184051,,
2016-06-10,Now You See Me 2,Thriller/Suspense,90000000,65075540,263249467,328325007
2016-11-04,Hacksaw Ridge,Drama,40000000,64606565,101695067,168904682
2016-07-22,Ice Age: Collision Course,Adventure,105000000,64063008,338093674,402156682
2016-04-08,The Boss,Comedy,29000000,63077560,15574647,78652207
2016-03-04,London Has Fallen,Thriller/Suspense,60000000,62524260,132669825,195194085
2016-03-16,Miracles from Heaven,Drama,13000000,61705123,12093613,73798736
2016-09-30,Deepwater Horizon,Drama,156000000,61433527,61170297,122603824
2016-03-25,My Big Fat Greek Wedding 2,Comedy,18000000,59689605,32406953,92096558
2016-10-21,Jack Reacher: Never Go Back,Action,60000000,58574515,101249413,159946489
2015-12-25,Daddyâs Home,Comedy,50000000,56467276,91147852,241504989
2016-06-03,Me Before You,Drama,20000000,56245075,152020123,208265198
2016-07-01,The BFG,Adventure,140000000,55483770,144162910,199646680
2016-12-21,Passengers,Thriller/Suspense,110000000,55380209,202224973,302239672
2016-05-20,Neighbors 2: Sorority Rising,Comedy,35000000,55340730,53416891,108757621
2016-06-24,The Shallows,Drama,13000000,55121623,63641819,118763442
2016-04-15,Barbershop: The Next Cut,Comedy,20000000,54030051,374151,54404202
2016-01-15,13 Hours: The Secret Soldie…,Drama,,52853219,,
2016-12-09,Office Christmas Party,Comedy,45000000,51137285,60330380,115097874
2016-08-19,Kubo and the Two Strings,Adventure,55000000,48023088,29525034,77548122
2016-04-22,The Huntsman: Winterâs War,Action,115000000,48003015,117146287,165149302
2016-06-10,Warcraft,Action,160000000,47365290,391534534,438899824
2016-02-12,How to be Single,Romantic Comedy,37000000,46843513,53160267,100003780
2016-07-08,Mike and Dave Need Wedding …,Comedy,,46009673,,
2016-08-19,War Dogs,Comedy,50000000,43034523,43199980,86234503
2016-11-11,Almost Christmas,Drama,17000000,42002805,428321,42493506
2016-05-13,Money Monster,Thriller/Suspense,27000000,41012075,52454020,93466095
2016-11-23,Allied,Drama,106000000,39598941,79168597,119266661
2016-07-27,Nerve,Thriller/Suspense,20000000,38583626,47000319,85583945
2015-12-18,Sisters,Comedy,30000000,37921265,18986015,106030660
2015-12-11,The Big Short,Drama,28000000,37204389,62902882,133162752
2016-02-19,Risen,Drama,20000000,36880033,9375730,46255763
2016-12-21,Assassinâs Creed,Action,125000000,36415167,186111734,240759682
2016-05-20,The Nice Guys,Black Comedy,50000000,36261763,23334984,59596747
2016-01-22,The Boy,Horror,10000000,35819556,32401396,68220952
2016-01-22,Dirty Grandpa,Comedy,11500000,35593113,69485336,105078449
2016-10-21,Ouija: Origin of Evil,Horror,9000000,35144505,46687361,81831866
2016-01-22,The 5th Wave,Action,38000000,34912982,76423416,111336398
2016-12-09,La La Land,Musical,20000000,34268613,292904050,444005853
2016-10-28,Inferno,Thriller/Suspense,75000000,34221651,185175793,219519367
2016-04-29,Motherâs Day,Romantic Comedy,25000000,32492859,19874163,52367022
2016-02-26,Gods of Egypt,Adventure,140000000,31153464,107683292,138836756
2016-12-23,Why Him?,Comedy,38000000,30633916,57101370,117425156
2015-12-18,Alvin and the Chipmunks: Th…,Adventure,,30311560,,
2016-02-05,"Hail, Caesar!",Comedy,22000000,30080225,34139971,64220196
2016-09-09,When the Bough Breaks,Thriller/Suspense,10000000,29747603,1020846,30768449
2016-12-16,Fences,Drama,24000000,29743615,6599977,64282881
2016-02-12,Zoolander 2,Comedy,50000000,28848693,26500000,55348693
2016-11-18,Manchester-by-the Sea,Drama,,28470697,,
2015-12-25,Joy,Drama,60000000,28141138,44682827,101134059
2016-01-29,The Finest Hours,Thriller/Suspense,70000000,27569558,21683203,49252761
2016-08-12,Florence Foster Jenkins,Drama,29000000,27383770,28616569,56000339
2016-08-12,Hell or High Water,Western,12000000,27007844,10576460,37584304
2016-01-08,The Forest,Thriller/Suspense,10000000,26594261,14154969,40749230
2016-08-19,Ben-Hur,Drama,95000000,26410477,65259171,91669648
2016-08-19,Ben-Hur,Drama,15000000,26410477,259017,73259017
2016-02-19,The Witch,Horror,3500000,25138705,15315815,40454520
2015-12-25,The Hateful Eight,Western,62000000,25071561,93807179,147924595
2016-12-16,Collateral Beauty,Drama,36000000,24342478,54293072,85309093
2016-09-16,Bridget Jonesâs Baby,Romantic Comedy,35000000,24139805,181682883,205822688
2016-10-14,Kevin Hart: What Now?,Concert/Perfor…,10000000,23591043,0,23591043
2016-03-04,Whiskey Tango Foxtrot,Comedy,35000000,23083334,2267413,25350747
2016-09-16,Snowden,Drama,50000000,21587519,13793399,35380918
2016-08-26,Mechanic: Resurrection,Action,40000000,21218403,104511232,125729635
2016-06-24,Free State of Jones,Drama,50000000,20810036,2427216,23237252
2016-09-16,Blair Witch,Horror,10000000,20777061,18208516,38985577
2016-04-01,Godâs Not Dead 2,Drama,5000000,20773069,2778217,23551286
2016-04-29,Keanu,Comedy,15000000,20591853,96288,20688141
2016-10-07,Middle School: The Worst Ye…,Adventure,,20007149,,
2016-08-05,Nine Lives,Adventure,,19700032,,
2016-02-19,Race,Drama,5000000,19115191,4630581,23745772
2015-11-04,Brooklyn,Drama,11000000,18758748,23753398,62076141
2016-02-05,The Choice,Drama,,18730891,,
2016-03-11,Eye in the Sky,Thriller/Suspense,13000000,18704596,16698206,35402802
2015-11-06,Spotlight,Drama,20000000,17946804,46846662,91902438
2016-11-23,Bad Santa 2,Comedy,26000000,17725773,5562937,23345113
2016-09-30,Masterminds,Comedy,25000000,17356894,13493772,30850666
2015-12-25,Concussion,Drama,35000000,17111463,15831958,50363790
2016-01-15,Norm of the North,Adventure,18000000,17062499,13473161,30535660
2016-10-07,The Birth of a Nation,Drama,10000000,15861566,1029445,16891011
2016-10-07,The Birth of a Nation,Drama,110000,15861566,1000000,11000000
2016-02-26,Eddie the Eagle,Drama,23000000,15789389,29271091,45060480
2016-07-13,The Infiltrator,Thriller/Suspense,47500000,15436808,5281296,20718104
2016-10-21,Keeping Up with the Joneses,Comedy,40000000,14904426,13900000,28804426
2016-04-15,Criminal,Action,31500000,14708696,24062566,38771262
2016-03-11,"Hello, My Name is Doris",Drama,1000000,14444999,217704,14662703
2016-11-18,The Edge of Seventeen,Drama,9000000,14406786,4664370,19096003
2016-05-13,Love & Friendship,Drama,,14016568,,
2015-12-25,Point Break,Action,100000000,13197946,97922110,126704591
2015-12-25,Point Break,Action,24000000,13197946,40313571,83531958
2016-07-15,Hillaryâs America: The Secr…,Documentary,,13099931,,
2016-02-26,Triple 9,Thriller/Suspense,20000000,12639297,13304495,25943792
2016-10-21,Moonlight,Drama,1500000,12609768,37390581,65245512
2016-09-02,The Light Between Oceans,Drama,20000000,12545979,9735753,22281732
2016-01-29,Fifty Shades of Black,Comedy,5000000,11686940,10426135,22113075
2016-09-02,No Manches Frida,Comedy,,11528613,,
2016-07-15,CafÃ© Society,Drama,30000000,11103205,33256307,44359512
2016-02-05,Pride and Prejudice and Zom…,Black Comedy,,10907291,,
2016-05-13,The Darkness,Horror,4000000,10753574,144719,10898293
2015-11-25,Creed,Drama,37000000,10382416,63800000,173567581
2016-11-18,Nocturnal Animals,Thriller/Suspense,22500000,10185257,21735324,32398681
2016-01-15,The Lady in the Van,Drama,6000000,10021175,32299328,42320503
2015-10-16,Room,Drama,13000000,9700702,21585109,36262783
2016-03-11,The Perfect Match,Romantic Comedy,5000000,9669521,512529,10182050
2016-06-03,Popstar: Never Stop Never S…,Comedy,,9496130,,
2016-04-08,Hardcore Henry,Action,2000000,9252038,7935396,17187434
2016-12-21,Dangal,Action,9500000,9225794,292757700,305149461
2016-05-13,The Lobster,Romantic Comedy,4500000,9196278,8823556,18019834
2016-04-01,Meet the Blacks,Comedy,900000,9097072,0,9097072
2016-09-23,The Queen of Katwe,Drama,,8857311,,
2016-04-29,Ratchet and Clank,Adventure,20000000,8813410,5552229,14365639
2015-11-25,The Good Dinosaur,Adventure,187500000,8320188,210683917,333771037
2016-09-09,The Wild Life,Adventure,,8005586,,
2016-04-29,A Beautiful Planet,Documentary,,7895708,,
2015-11-20,Carol,Drama,11800000,7729016,29954951,42666442
2015-11-20,The Hunger Games: Mockingja…,Thriller/Suspense,,7538507,,
2016-11-04,Loving,Drama,9000000,7482608,5187830,12898064
2016-11-11,Shut In,Thriller/Suspense,10000000,6897838,4460330,11360665
2016-03-11,The Brothers Grimsby,Comedy,35000000,6864016,21856454,28720470
2016-03-11,The Young Messiah,Drama,16800000,6469813,843884,7313697
2016-12-02,Jackie,Drama,9000000,6469725,22628118,36588512
2016-08-26,Southside with You,Drama,,6304223,,
2016-07-08,Captain Fantastic,Drama,5000000,5879835,15460399,21340234
2016-07-06,Sultan,Action,11000000,5599781,67390000,72989781
2016-11-25,Lion,Drama,12000000,5303700,97831225,149570720
2016-06-24,Hunt for the Wilderpeople,Comedy,2500000,5205471,17880128,23085599
2016-11-18,Bleed for This,Drama,16000000,5083906,2087414,7171320
2015-11-27,The Danish Girl,Drama,,5063669,,
1979-07-13,The Wanderers,Drama,,5017811,,
2016-12-02,Incarnate,Horror,5000000,4799774,4571262,9371036
2016-07-22,Absolutely Fabulous: The Movie,Comedy,,4772155,,
2016-08-26,Hands of Stone,Drama,20000000,4712792,319183,5031975
2016-07-22,Donât Think Twice,Comedy,3000000,4417983,0,4417983
2016-04-22,The Meddler,Comedy,3200000,4267219,1259723,5526942
2016-10-28,Ae Dil Hai Mushkil,Drama,,4264983,,
2016-04-22,A Hologram for the King,Drama,35000000,4212494,7633516,11846010
2016-06-24,Swiss Army Man,Drama,3000000,4210454,1626657,5837111
2016-09-30,Denial,Drama,10000000,4073448,5190492,9263940
2015-12-23,45 Years,Drama,,4021334,,
2016-09-02,Morgan,Thriller/Suspense,8000000,3915251,3383535,7298786
2016-07-21,Kabali,Action,,3903095,,
2016-04-29,The Man Who Knew Infinity,Drama,10000000,3877922,8504200,12382122
2015-12-23,Where to Invade Next,Documentary,,3827261,,
2016-10-14,Max Steel,Action,10000000,3818664,744416,4563080
2016-07-25,Batman: The Killing Joke,Action,,3775000,,
2016-03-18,Midnight Special,Drama,18000000,3712282,3967968,7680250
2016-11-23,Rules Donât Apply,Romantic Comedy,26700000,3652206,219242,3871448
2015-12-30,Anomalisa,Comedy,8000000,3548654,1946882,5706168
2016-11-25,Miss Sloane,Drama,18000000,3493636,4219025,7719630
2016-07-29,Indignation,Drama,,3401155,,
2016-03-30,Everybody Wants Some,Comedy,10000000,3400278,2036848,5437126
2016-05-20,Maggieâs Plan,Comedy,,3351735,,
2016-09-30,A Man Called Ove,Comedy,,3336006,,
2016-04-15,Sing Street,Musical,,3237118,,
2016-02-19,The Mermaid,Romantic Comedy,,3229457,,
2016-04-15,Green Room,Horror,5000000,3220371,587132,3807503
2016-07-01,Our Kind of Traitor,Thriller/Suspense,,3153157,,
2016-04-22,Compadres,Comedy,3000000,3127773,4317271,7445044
2015-10-02,The Martian,Thriller/Suspense,108000000,3088310,426837780,655271443
2016-03-04,The Other Side of the Door,Horror,5000000,3000342,9904765,12905107
2015-11-06,Spectre,Action,300000000,2971590,679426585,879500760
2016-08-12,Anthropoid,Thriller/Suspense,,2963630,,
2016-09-16,The Beatles: Eight Days a W…,Documentary,,2919918,,
2016-01-29,2016 Oscar Shorts,Multiple Genres,,2816816,,
2016-01-22,Ip Man 3,Action,,2679437,,
2016-04-01,Miles Ahead,Drama,,2610896,,
2016-03-18,Kapoor & Sons,Comedy,,2607036,,
2016-09-09,The Disappointments Room,Horror,15000000,2423467,1080294,3503761
2016-09-16,Hillsong: Let Hope Rise,Documentary,10000000,2394725,283800,2678525
2016-11-23,Dear Life,Drama,,2376479,,
2016-06-01,A Aa,Romantic Comedy,,2313043,,
2016-07-22,Train to Busan,Horror,,2125786,,
2016-11-02,The Eagle Huntress,Documentary,,2089613,,
2016-10-21,Iâm Not Ashamed,Drama,1500000,2082980,0,2082980
2016-05-04,A Bigger Splash,Drama,,2024099,,
2016-09-23,The Dressmaker,Drama,11900000,2022115,22019502,24041617
2016-10-14,Desierto,Thriller/Suspense,,2002036,,
2016-08-26,Greater,Drama,9000000,2000093,0,2000093
2016-12-25,Hidden Figures,Drama,25000000,1986956,62164429,231771716
2016-04-08,Demolition,Drama,,1978592,,
2015-12-11,In the Heart of the Sea,Adventure,100000000,1957373,64672551,89693309
2015-11-06,The Peanuts Movie,Adventure,99000000,1942827,119913199,250091610
2016-10-11,Shin Godzilla,Action,,1908028,,
2016-10-21,The Handmaiden,Drama,,1880285,,
1984-07-27,Purple Rain,Drama,,1868075,,
2016-09-30,M.S. Dhoni: The Untold Story,Drama,,1801550,,
2016-03-05,The Met: Live in HD - Manon…,,,1770000,,
2016-02-19,Busco Novio Para Mi Mujer,Romantic Comedy,,1741889,,
2016-11-11,Billy Lynnâs Long Halftime …,Drama,,1738477,,
2016-10-14,The Harry Potter IMAX Marathon,Adventure,,1729226,,
2015-10-16,Bridge of Spies,Thriller/Suspense,40000000,1703601,90184584,162498338
2016-04-02,The Met: Live in HD - Madam…,Concert/Perfor…,,1700900,,
2016-04-15,Fan,Thriller/Suspense,,1689879,,
2016-05-20,Weiner,Documentary,,1675196,,
2016-03-25,I Saw the Light,Drama,,1646788,,
2015-12-18,Son of Saul,Drama,,1618509,,
2016-07-29,Equity,Drama,,1605463,,
2016-02-19,Neerja,Drama,,1585687,,
2016-01-29,Jane Got a Gun,Western,25000000,1513793,2257552,3771345
2016-10-14,Priceless,Drama,,1499605,,
2015-12-04,Youth,Drama,13000000,1405917,21298277,24001573
2016-06-10,Genius,Drama,17000000,1361045,5904238,7265283
2016-06-24,The Neon Demon,Horror,7500000,1333124,2226679,3559803
2016-02-17,Embrace of the Serpent,Drama,,1329249,,
2016-06-03,Housefull 3,Romantic Comedy,,1326999,,
2016-02-12,The Little Prince,Adventure,77500000,1311213,100717706,102028919
2016-08-12,Mohenjo Daro,Action,,1264339,,
2015-12-04,Krampus,Black Comedy,15000000,1259765,19062918,61788393
2015-09-25,Hotel Transylvania 2,Adventure,80000000,1229092,299800188,469500298
2016-01-27,Lazer Team,Comedy,,1186426,,
2016-06-10,The Music of Strangers: Yo …,Documentary,,1169214,,
2016-04-01,Vaxxed: From Cover Up to Ca…,Documentary,,1163265,,
2016-02-12,Dough,Comedy,,1148304,,
2016-04-29,Papa: Hemingway in Cuba,Drama,,1115615,,
