release_date,title,genres,production_budget,domestic_gross,foreign_gross,worldwide_gross
2018-08-31,The Little Stranger,Drama,,713143,,
2018-02-16,Monster Hunt 2,Adventure,,706153,,
2018-08-17,Blaze,Drama,,703482,,
2018-06-22,Boundaries,Drama,,701828,,
2018-05-10,Nothing to Lose,Drama,,679531,,
2018-08-10,The Island,Comedy,120000000,670883,127200000,163018913
2018-08-10,The Island,Comedy,22000000,670883,0,15716828
2017-11-24,Bombshell: The Hedy Lamarr …,Documentary,,664289,,
1999-08-20,Perfect Blue,,,664129,,
2017-12-29,Ex Files 3: Return of the Exes,Comedy,,656871,,
2018-09-14,Lizzie,Drama,,642157,,
2018-09-21,"Love, Gilda",Documentary,,626318,,
2018-03-09,Itzhak,Documentary,,618626,,
2018-10-26,Burning,Thriller/Suspense,,618493,,
2018-03-02,Foxtrot,Drama,,617972,,
2017-10-06,The Florida Project,Drama,2000000,607067,5390958,11295324
1993-12-25,Batman: Mask of the Phantasm,Action,,604375,,
2017-10-13,Marshall,Drama,12000000,583341,65157,10116816
2018-08-31,Pick of the Litter,Documentary,,565484,,
2018-02-16,Loveless,Drama,,564073,,
2017-02-24,Get Out,Horror,5000000,556525,77834812,253875477
2018-11-16,A Cool Fish,Comedy,,551196,,
2018-11-30,Anna and the Apocalypse,Musical,,545597,,
2018-07-04,Fireworks,Drama,,525280,,
1988-03-30,Beetle Juice,Comedy,,512947,,
2018-09-14,Husband Material,Drama,,506548,,
2018-09-28,Monsters and Men,Drama,,500101,,
2018-08-10,The Spy Gone North,Drama,,497755,,
2018-02-02,Bilal: A New Breed of Hero,Adventure,30000000,490973,157626,648599
2018-09-21,The Great Battle,Action,,472166,,
2017-09-22,Loving Vincent,Drama,5500000,465429,37622397,44357515
2018-10-10,The Happy Prince,Drama,13000000,464495,1930124,2394619
2018-07-27,Scotty and the Secret Histo…,Documentary,,461689,,
2018-03-23,Final Portrait,Drama,,460859,,
2018-09-14,The Children Act,Drama,,457803,,
2018-01-12,Condorito: The Movie,Adventure,,447719,,
2003-11-07,Elf,Adventure,32000000,442073,46837892,221464732
2018-09-28,Anthropocene: The Human Epoch,Documentary,,413915,,
2018-03-23,A Bag of Marbles,Drama,,409862,,
2010-03-19,Hubble 3D,Documentary,,408663,,
2018-08-21,"The Night is Short, Walk on…",Romantic Comedy,,406490,,
2018-10-12,The Oath,Black Comedy,,401464,,
2018-08-17,We The Animals,Drama,,400746,,
2018-05-25,The Gospel According to Andre,Documentary,,400713,,
2018-03-09,Leaning into the Wind,Documentary,,400530,,
2017-10-06,Blade Runner 2049,Thriller/Suspense,185000000,399647,167295760,259349919
2018-07-13,Soorma,Drama,,382104,,
2008-07-18,The Dark Knight,Action,185000000,375589,467167378,1000888325
2018-03-02,Oh Lucy!,Comedy,,375393,,
2018-04-13,Grace Jones: Bloodlight and…,Documentary,,375208,,
1994-08-26,Jurassic Park,Action,63000000,374238,643104279,1045627627
2018-06-08,Believer,Thriller/Suspense,,365639,,
2018-05-11,Mountain,Documentary,,364429,,
2018-10-12,Jane and Emma,Drama,,362612,,
2018-09-07,Kusama: Infinity,Documentary,,360931,,
1975-09-26,The Rocky Horror Picture Show,Musical,1200000,360000,319135,1733980
2009-09-23,The Wizard of Oz,Musical,2777000,351839,263591,34949482
2017-10-06,"Faces, Places",Documentary,,347796,,
2009-02-13,Under the Sea 3D,Documentary,,333495,,
2018-10-05,Shine,Drama,5500000,333388,864423,36675932
2018-03-16,Flower,Drama,500000,328188,62615,390803
2017-12-15,Youth,Drama,13000000,312241,21298277,24001573
2017-12-27,In The Fade,Drama,,310556,,
2018-06-22,Damsel,Western,,305136,,
2001-11-16,Harry Potter and the Sorcer…,Adventure,,295917,,
2018-09-28,Golden Job,Action,,285795,,
2018-02-09,But Deliver Us From Evil,Horror,,285169,,
2017-10-27,The Square,Drama,1900000,278921,334716,740932
2017-10-27,The Square,Drama,1500000,278921,52018,176262
2018-09-14,Science Fair,Documentary,,278350,,
2018-04-27,Kings,Drama,,274320,,
2018-12-21,Cold War,Drama,,272118,,
2018-04-06,The Endless,Thriller/Suspense,,272020,,
2018-07-27,Detective Dee: The Four Hea…,Action,,262963,,
2018-06-22,The King,Documentary,,259291,,
2018-10-19,What They Had,Drama,,257869,,
2018-03-23,Back to Burgundy,Drama,,257610,,
2018-10-26,London Fields,Thriller/Suspense,8000000,252676,181056,433732
2018-12-25,Destroyer,Thriller/Suspense,9000000,248081,2169740,3703064
2002-11-15,Harry Potter and the Chambe…,Adventure,,245501,,
2018-07-20,Generation Wealth,Documentary,,237709,,
2018-12-14,The House That Jack Built,Thriller/Suspense,,236987,,
2018-08-10,Skate Kitchen,Drama,,236799,,
2018-03-09,Meditation Park,Drama,,235849,,
2018-12-28,Stan & Ollie,Drama,10000000,234342,20823251,26293486
2018-04-13,Borg vs McEnroe,Drama,7500000,231346,3026576,3257922
2018-09-28,Matangi/Maya/M.I.A.,Documentary,,230808,,
2017-12-22,Happy End,Drama,,230054,,
2018-10-11,MFKZ,Adventure,,229423,,
2014-04-04,Island of Lemurs: Madagascar,Documentary,,224252,,
2017-10-20,Jane,Documentary,,220790,,
2004-06-04,Harry Potter and the Prison…,Adventure,,218774,,
2017-11-01,A Bad Moms Christmas,Comedy,28000000,218671,55599891,127710550
2018-07-13,Dark Money,Documentary,,217932,,
2018-03-23,Getting Grace,Comedy,,217812,,
2018-02-23,Agent Mr. Chan,Comedy,,208351,,
2018-10-19,The Guilty,Thriller/Suspense,,207140,,
2018-03-16,Keep The Change,Romantic Comedy,,202788,,
2018-03-30,Gemini,Thriller/Suspense,,200340,,
2018-04-13,Zama,Action,,200181,,
2018-07-13,Gauguin: Voyage to Tahiti,Drama,,200140,,
2018-04-20,Little Pink House,Drama,,199069,,
2018-12-21,Swing Kids,Drama,,195757,,
2018-01-19,The Final Year,Documentary,,191900,,
2018-10-05,Studio 54,Documentary,,190412,,
2005-11-18,Harry Potter and the Goblet…,Adventure,,188716,,
2018-02-16,The Monkey King 3: Kingdom …,Action,,187074,,
2018-12-13,Never-Ending Man: Hayao Miy…,Documentary,,186944,,
2018-01-05,Goldbuster,Comedy,,186135,,
2018-05-25,Summer 1993,Drama,,185903,,
2018-08-10,Madelineâs Madeline,Drama,500000,185576,11764,197340
2011-04-08,Born to be Wild 3D,Documentary,,184248,,
2018-08-03,Karwaan,Comedy,,182009,,
2011-07-15,Harry Potter and the Deathl…,Adventure,,181938,,
2018-11-09,Last Letter,,,179721,,
2018-08-10,BuyBust,Action,,178471,,
2018-05-04,The Guardians,Drama,,177331,,
2018-05-11,Always at the Carlyle,Documentary,,174251,,
2018-12-14,Capernaum,Drama,,172390,,
2018-10-26,Rampant,Horror,,167937,,
2018-02-14,Double Lover,Drama,,167093,,
2018-05-11,Boom for Real: The Late Tee…,Documentary,,166616,,
2018-07-20,Far From the Tree,Documentary,,165756,,
2017-10-20,Only the Brave,Drama,38000000,158763,6215126,24555177
2018-09-21,Batti Gul Meter Chalu,Drama,,153847,,
2018-06-15,Eating Animals,Documentary,,149384,,
2018-04-20,Ghost Stories,Horror,,148747,,
2018-09-28,Bad Reputation,Documentary,,148568,,
2018-09-14,Museum,Drama,,148505,,
2018-03-16,Journeyâs End,Drama,,148275,,
2010-11-19,Harry Potter and the Deathl…,Adventure,,148263,,
2018-10-05,The Great Buster,Documentary,,144199,,
2018-11-21,The World Before Your Feet,Documentary,,142789,,
2007-07-11,Harry Potter and the Order …,Adventure,,132522,,
2009-07-15,Harry Potter and the Half-B…,Adventure,,130081,,
2018-08-24,Support The Girls,Comedy,,129124,,
2018-02-23,The Young Karl Marx,Drama,,125659,,
2017-10-20,Geostorm,Action,100000000,121378,187095849,220796009
2018-03-30,Love After Love,Drama,,121098,,
2018-10-19,Wings of Desire (1987) (Re-…,Drama,,120816,,
2018-02-02,Till the End of the World,Adventure,,118352,,
2018-09-05,Bisbee â17,Documentary,,117470,,
2018-07-06,Ryuichi Sakamoto: Coda,Documentary,,117460,,
2018-01-29,â85 The Greatest Team in Fo…,Documentary,,115463,,
2018-04-13,Gonjiam: Haunted Asylum,Horror,,115252,,
2018-11-02,Bodied,Comedy,,113956,,
2017-11-17,"Roman J. Israel, Esq.",Drama,22000000,111438,1004300,12967012
2018-05-11,Lu Over The Wall,Adventure,,110168,,
2018-09-19,The Negotiation,Drama,,109856,,
2018-11-09,El Angel,Drama,,109608,,
2018-07-27,The Captain,Drama,,109226,,
2018-05-25,Mary Shelley,Drama,,108900,,
2006-03-03,Deep Sea 3-D,Documentary,,108865,,
2018-01-05,In Between,Drama,,107977,,
2018-06-29,"Love, Cecil",Documentary,,106057,,
2018-10-19,Namaste England,Romantic Comedy,,104079,,
2018-02-16,Detective K: Secret of the …,Comedy,,104012,,
2018-08-17,Memoir of War,Drama,,103770,,
2018-12-21,Airpocalypse,Adventure,,103053,,
2018-03-23,Ismaelâs Ghost,Thriller/Suspense,,102510,,
1973-10-31,Andrei Rublev,Drama,,102023,,
2018-11-30,Unstoppable,Action,95000000,101417,84157979,165720921
2017-11-22,The Man Who Invented Christmas,Adventure,,100351,,
2018-09-28,All About Nina,Drama,,100335,,
2018-05-11,Filmworker,Documentary,,99593,,
2018-05-11,Revenge,Action,,99197,,
2018-05-11,Champion,Drama,,97470,,
2017-12-01,Wonder Wheel,Drama,,96631,,
2018-08-31,Let the Corpses Tan,Thriller/Suspense,,93409,,
2018-03-15,Reign of Judges: Title of L…,Action,,93224,,
2017-11-17,The Breadwinner,Drama,,92074,,
2018-08-22,John McEnroe: In the Realm …,Documentary,,90964,,
2018-07-19,Running for Grace,Drama,,90782,,
2018-07-20,The Third Murder,Thriller/Suspense,,89315,,
2018-10-19,The Price of Everything,Documentary,,87400,,
2018-02-16,Nostalgia,Drama,,86301,,
2018-08-31,Big Brother,Multiple Genres,,85624,,
2018-04-06,Sweet Country,Western,,85556,,
2018-06-22,Lobster Cop,Action,,85172,,
2018-05-25,How to Talk to Girls at Par…,Comedy,,84809,,
2018-06-29,Custody,Drama,,83882,,
2018-03-09,Claireâs Camera,Drama,,83418,,
2018-04-20,Godard Mon Amour,Drama,,82264,,
2018-09-14,Bel Canto,Drama,,80134,,
2018-01-26,Have a Nice Day,Comedy,,79326,,
2018-06-08,On The Seventh Day,Drama,,78270,,
2018-11-23,Becoming Astrid,Drama,,76087,,
2018-07-25,93Queen,Documentary,,76056,,
2018-09-14,The Riot Act,Thriller/Suspense,,75506,,
2018-02-14,Tehran Taboo,Drama,,74758,,
2018-04-13,Bye Bye Germany,Drama,,73730,,
2018-09-21,The Last Suit,Drama,,73548,,
2018-08-01,"Nico, 1988",Drama,,73304,,
2018-10-12,Helicopter Eela,Drama,,71971,,
2018-01-12,Wastelander,Action,,70045,,
2018-01-12,Parchi,Comedy,,69431,,
2017-10-13,Tom of Finland,Drama,,69409,,
2018-03-30,Outside In,Drama,,68492,,
2018-09-14,Where Hands Touch,Drama,,67743,,
2018-11-09,Chef Flynn,Documentary,,67686,,
2018-07-06,Under the Tree,Black Comedy,,67596,,
2018-04-20,The Doctor From India,Documentary,,67136,,
2018-10-19,The Big Bad Fox & Other Tales,Comedy,,66854,,
2018-08-17,3100: Run and Become,Documentary,,65524,,
2018-01-17,Beuys,Documentary,,65410,,
2017-11-03,My Friend Dahmer,Drama,,64972,,
2018-06-08,Nancy,Thriller/Suspense,,64011,,
2018-03-30,The Gardener,Documentary,,62734,,
2018-10-26,"Monrovia, Indiana",Documentary,,61737,,
2018-08-03,Never Goinâ Back,Comedy,,61271,,
2018-10-26,Viper Club,Drama,,60607,,
2018-04-06,Where is Kyra?,Drama,,59717,,
2018-02-09,Bomb City,Drama,,59329,,
2018-06-08,"Westwood: Punk, Icon, Activist",Documentary,,58799,,
2018-06-01,A Kid Like Jake,Drama,,58403,,
2018-08-31,Cynthia,Black Comedy,,58090,,
2018-11-02,In Search of Greatness,Documentary,,58090,,
2018-06-29,Woman Walks Ahead,Western,,57528,,
2018-03-16,Ramen Heads,Documentary,,57346,,
2018-09-28,Black 47,Drama,,57162,,
2018-01-05,Django,Documentary,,56556,,
2018-03-30,The Great Silence (1969) (R…,Western,,53074,,
2018-07-20,Wanda (1971) (Re-Release),Drama,,52927,,
2018-02-02,Before We Vanish,Drama,,52087,,
2018-09-19,Garry Winogrand: All Things…,Documentary,,51194,,
,Yun Nan Chong Gu Yunnan Valley,,,50583,,
2018-09-07,I am Not a Witch,Drama,,50318,,
2018-03-30,The China Hustle,Documentary,,48650,,
2017-11-17,Big Sonia,Documentary,,46704,,
2018-10-12,Bigger,Drama,,46382,,
2018-09-07,Hal,Documentary,,45889,,
2018-03-23,Summer in the Forest,Documentary,,45542,,
2017-11-03,Wait For Your Laugh,Documentary,,45037,,
2018-07-13,What Will People Say,Drama,,44156,,
2018-04-11,Hitlerâs Hollywood,Documentary,,43766,,
2017-12-01,The Other Side of Hope,Comedy,,43509,,
2018-09-14,Antonio Lopez 1970: Sex Fas…,Documentary,,43169,,
2014-11-07,The Sacrifice,Drama,,42789,,
2018-02-16,Western,Drama,,41042,,
2018-01-19,Young Lions of Gypsy,Drama,,40483,,
2018-09-14,"Hale County This Morning, T…",Documentary,,40333,,
2018-03-02,Submission,Drama,,39985,,
2018-01-05,Namiya,Drama,,39584,,
2018-01-12,Humor Me,Comedy,,38419,,
2018-12-07,Divide and Conquer: The Sto…,Documentary,,38036,,
2018-05-18,Gray Matter,Horror,,38034,,
2018-04-06,The Heart of Nuba,Documentary,,37880,,
2018-02-09,Golden Exits,Drama,,37801,,
2018-04-13,Krystal,Drama,,37516,,
2018-03-09,Girls vs. Gangsters,Comedy,,37115,,
2018-06-01,Breath,Drama,,37109,,
2018-06-01,Rodin,Drama,,36720,,
2018-02-16,Mind Game (2004) (Re-Release),Adventure,,36613,,
2018-05-04,Racer and the Jailbird,Drama,,36522,,
1948-02-23,Le Corbeau,Drama,,36089,,
2018-01-19,The Road Movie,Documentary,,35757,,
2018-10-10,Liyana,Documentary,,34822,,
2018-05-18,That Summer,Documentary,,34556,,
2018-02-02,24 Frames: Before and After…,Drama,,34483,,
2018-07-20,Holy Hell,Horror,,34366,,
2018-08-01,"No Date, No Signature",Drama,,33879,,
2018-11-02,Searching For Ingmar Bergman,Documentary,,33275,,
2017-10-25,Godâs Own Country,Drama,,32808,,
2017-12-08,Just Getting Started,Comedy,22000000,32608,686807,6756412
2018-05-11,Sollerâs Point,Drama,,32608,,
2017-10-20,BPM (Beats per Minute),Drama,,32562,,
2018-10-03,Moynihan,Documentary,,31971,,
2017-09-22,Saving Brinton,Documentary,,31630,,
2018-07-27,Good Manners,Horror,,31177,,
2018-07-13,Poor Boy,Western,,31031,,
2018-04-27,Cold Water (1994) (Re-Release),Drama,,30209,,
2018-05-04,The Desert Bride,Drama,,29764,,
2018-01-12,Memories of Underdevelopmen…,Drama,,29647,,
2017-10-20,Same Kind of Different as Me,Drama,6500000,29599,0,6423605
2018-10-12,Charm City,Documentary,,29335,,
2018-10-17,Horn From the Heart: The Pa…,Documentary,,28418,,
2018-09-07,The Apparition,Drama,17000000,28293,5700462,10637281
2018-10-19,On Her Shoulders,Documentary,,28288,,
1968-07-08,Senso,Drama,,27286,,
2018-02-23,The Cured,Horror,,26630,,
2018-07-13,Milford Graves: Full Mantis,Documentary,,26443,,
1968-04-10,Belle de Jour,Drama,,26331,,
2018-05-25,The Misandrists,Comedy,,26123,,
2018-01-19,Ridge Runners,Drama,,26019,,
2018-04-27,Jet Trash,Drama,,26002,,
2017-12-15,Birdboy: The Forgotten Chil…,Horror,,25628,,
2018-12-07,Swimming With Men,Comedy,,24888,,
2018-05-11,The Day After,Drama,,24776,,
2018-01-12,Vazante,Drama,,23884,,
2018-03-02,Death House,Horror,,23833,,
2017-10-27,The Divine Order,Drama,,23797,,
2017-10-27,Let There Be Light,Drama,3000000,23403,7838,7241309
1982-03-17,The Atomic Cafe,Documentary,,22293,,
2018-04-13,The Judge,Documentary,50000000,22257,28954168,76073556
2018-07-27,Winning Formula,Comedy,,22112,,
2018-10-05,Loving Pablo,Drama,,22017,,
2018-02-09,The Female Brain,Comedy,,21786,,
2018-08-31,A Paris Education,Drama,,21598,,
2018-06-08,Half the Picture,Documentary,,21595,,
1973-04-23,Ganja & Hess,,,21344,,
2018-03-16,The Happys,Comedy,,21108,,
2018-12-21,The Last Resort,Documentary,,20789,,
2018-03-23,The Workshop,Drama,,20590,,
2018-04-20,The Devil and Father Amorth,Documentary,,20449,,
2018-03-02,Apocalypsis,Thriller/Suspense,,20052,,
2018-12-05,The Charmer,Thriller/Suspense,,20049,,
2018-03-14,Eight Hours Donât Make a Da…,Drama,,19987,,
2018-06-01,"One Sings, the Other Doesnâ…",Drama,,19919,,
2018-08-31,Active Measures,Documentary,,19862,,
2018-01-12,Freak Show,Comedy,,19696,,
2012-04-20,To the Arctic 3D,Documentary,,19351,,
2018-05-25,Who We Are Now,Drama,,19128,,
2018-08-24,Oolong Courtyard:Kung Fu Sc…,Comedy,,19065,,
2018-05-11,Anything,Drama,,19037,,
2017-09-22,The Tag-Along 2,Horror,,18870,,
2018-08-24,Crime + Punishment,Documentary,,18644,,
2018-04-27,Mrs. Hyde,Drama,,18627,,
2018-09-28,306 Hollywood,Documentary,,18399,,
2017-12-01,Quest,Documentary,,18216,,
1967-06-19,King of Hearts,,,17646,,
2018-10-24,Life & Nothing More,Drama,,17613,,
2018-06-15,Gabriel and the Mountain,Drama,,17012,,
2018-01-26,Desolation,Thriller/Suspense,,16920,,
2018-05-11,Goodland,Thriller/Suspense,,16765,,
1959-01-01,Bob le flambeur,Drama,,15586,,
2017-11-10,Thelma,Drama,,15380,,
2018-11-30,Peopleâs Republic of Desire,Documentary,,15241,,
2017-12-21,The Lucky Man,Action,,15221,,
2018-09-12,When You Read This Letter (…,Drama,,15171,,
1945-11-30,Detour,Drama,,14632,,
2018-04-13,A Prayer Before Dawn,Action,,14453,,
2018-10-26,Weed the People,Documentary,,14419,,
2018-03-30,The Last Movie Star,Drama,,14410,,
2018-11-07,Narcissister Organ Player,Documentary,,14319,,
2017-11-10,Ichi The Killer: Definitive…,Horror,,14299,,
2018-05-11,The Escape,Drama,,14018,,
2018-02-16,The Boy Downstairs,Romantic Comedy,,13638,,
2018-03-09,Our Blood is Wine,Documentary,,13348,,
2018-11-09,Here and Now,Drama,,13337,,
2018-03-23,Shed Skin Papa,Comedy,,13331,,
2017-10-27,Novitiate,Drama,,13296,,
1974-12-22,Stavisky,Drama,,13139,,
2018-01-26,Like Me,Drama,,12965,,
2018-04-20,"Lou Andreas-SalomÃ©, The Aud…",Drama,,12875,,
2018-03-02,American Socialist: The Lif…,Documentary,,12610,,
2018-01-12,My Art,Comedy,,12554,,
2018-11-30,Head Full of Honey,Drama,,12350,,
2018-12-05,Tyrel,Drama,,12142,,
2018-05-18,The Most Unknown,Documentary,,12119,,
2018-08-31,Return of the Hero,Drama,,12104,,
2017-09-15,Ex Libris: The New York Pub…,Documentary,,12008,,
2018-08-17,Minding the Gap,Documentary,,11998,,
2018-11-16,The Last Race,Documentary,,11947,,
2017-09-22,Victoria and Abdul,Drama,21000000,11785,46026076,68271146
2018-09-28,Summer 03,Comedy,,11746,,
2018-04-18,This Is Our Land,Drama,,11568,,
2018-11-30,Sicilian Ghost Story,Drama,,11350,,
2018-08-01,Rendezvous in July (1949) (…,Comedy,,11321,,
2018-09-14,The Public Image is Rotten,Documentary,,11293,,
2018-10-26,Bullitt County,Thriller/Suspense,,11257,,
2018-05-11,The Assassinâs Code,Thriller/Suspense,,11218,,
2018-02-14,The Wedding Party 2: Destin…,Comedy,,11140,,
2018-09-28,The Samuel Project,Drama,,11087,,
2018-03-02,Souvenir,Drama,,11078,,
2018-10-19,The Advocates,Documentary,,10402,,
2018-10-05,Heavy Trip,Comedy,,10153,,
2018-11-09,River Runs Red,Thriller/Suspense,,9893,,
2018-01-26,Please Stand By,Drama,,9868,,
2018-01-19,Mama Africa,Documentary,,9808,,
2002-11-01,Quai des Orfevres (1947) (R…,,,9800,,
2018-05-25,Kayak to Klemtu,Adventure,,9707,,
2018-06-08,The Quest of Alain Ducasse,Documentary,,9627,,
2018-05-04,Strangers on the Earth,Documentary,,9518,,
2018-02-23,El Mar La Mar,Documentary,,9065,,
2018-04-06,Blood Feast,Horror,1200000,8708,0,8708
2018-10-19,Un Traductor,Drama,,8630,,
2018-02-23,November,Drama,250000,8620,0,191862
2018-06-29,Summer of 67,Drama,,8492,,
2018-03-16,Furlough,Comedy,,8472,,
2018-03-02,Let Yourself Go,Comedy,,8128,,
2017-11-17,The Crime of Monsieur Lange,Comedy,,8127,,
2017-09-22,Kingsman: The Golden Circle,Action,104000000,7799,308568858,408803696
2018-06-29,Dark River,Drama,,7714,,
2018-02-02,Legend of the Mountain (197…,Thriller/Suspense,,7639,,
2018-09-14,American Chaos,Documentary,,7616,,
2018-02-23,The Lodgers,Horror,,7362,,
2018-03-23,Beauty and the Dogs,Drama,,7263,,
2018-10-12,In Echo Park,Drama,,7072,,
2018-06-29,This is Congo,Documentary,,7051,,
2018-01-05,In the Land of Pomegranates,Documentary,,7014,,
2018-09-21,Painless,Thriller/Suspense,,6940,,
2018-11-16,Of Fathers and Sons,Documentary,,6936,,
2018-04-27,Duck Butter,Romantic Comedy,,6877,,
2017-11-17,On the Beach at Night Alone,Drama,,6806,,
2018-06-29,Calling All Earthlings,Documentary,,6756,,
2018-08-17,A Whale of a Tale,Documentary,,6747,,
2018-09-07,School of Life,Comedy,,6300,,
2018-06-22,Spiral,Documentary,,6279,,
1971-07-08,The Nun,,22000000,6273,245941528,363391647
2018-12-14,The Quake,Thriller/Suspense,,6235,,
2018-11-23,Lemonade,Drama,,5979,,
2017-10-27,Bill Nye: Science Guy,Documentary,,5651,,
2017-09-01,Dolores,Documentary,,5638,,
2018-11-14,Shoah Four Sisters,Documentary,,5512,,
2018-08-10,Cuban Food Stories,Documentary,,5434,,
2018-11-09,Postcards From London,Drama,,5312,,
2018-08-31,"Distant Voices, Still Lives…",Drama,,5234,,
2017-10-04,Chavela,Documentary,,5212,,
2018-11-09,In Searching,Adventure,,5210,,
2018-06-15,Intersection,Drama,,5116,,
2018-06-01,The Texture of Falling,Drama,,5010,,
1992-03-20,Edward II,Drama,,4826,,
2018-11-09,The Long Dumb Road,Comedy,,4667,,
2018-01-19,Kangaroo,Documentary,,4547,,
2018-01-26,Kickboxer: Retaliation,Action,,4537,,
2018-11-09,Weightless,Drama,,4461,,
2018-10-12,Stellaâs Last Weekend,Comedy,,4215,,
2018-12-07,The Partyâs Just Beginning,Drama,,4145,,
2017-10-27,Brimstone & Glory,Documentary,,4036,,
2018-12-07,Frank and Ava,Drama,,4009,,
2017-11-17,Porto,Drama,,3863,,
2018-12-14,The Second Time Around,Romantic Comedy,,3837,,
2017-11-15,Song of Granite,Drama,,3774,,
2018-08-03,The Family,Drama,30000000,3696,14159730,51078541
2018-11-16,Under the Wire,Documentary,,3429,,
2018-03-30,Reinventing Marvin,Drama,,3420,,
2018-02-02,The Cage Fighter,Documentary,,3267,,
2018-10-03,Over the Limit,Documentary,,3243,,
2016-12-02,The Ghosts of Johnson Woods,Horror,,3145,,
2018-08-24,Hot to Trot,Documentary,,3133,,
2017-10-20,Aidaâs Secrets,Documentary,,3082,,
2018-09-07,Nelly,Drama,,3046,,
,State Like Sleep,,,2813,,
2018-08-24,An L.A. Minute,Comedy,,2791,,
2018-04-13,Nana,Documentary,,2784,,
2017-10-18,The Paris Opera,Documentary,,2766,,
2018-06-15,Straight Into a Storm,Documentary,,2684,,
2018-03-16,12 Days,Documentary,,2633,,
2018-04-06,ACORN and the Firestorm,Documentary,,2621,,
2017-12-01,Shadowman,Documentary,,2356,,
2017-12-01,The Tribes of Palos Verdes,Drama,,2345,,
2017-11-01,Frank Serpico,Documentary,,2214,,
2018-09-14,A Wizardâs Tale,Adventure,,2150,,
2017-10-27,FÃ©licitÃ©,Drama,,2016,,
2018-01-26,West of the Jordan River,Documentary,,1926,,
2017-07-21,The Fencer,Drama,,1794,,
2018-10-19,The Lost Village,Documentary,,1780,,
2017-12-15,Permanent,Comedy,,1650,,
2017-09-15,Rat Film,Documentary,,1627,,
2002-06-07,Mama Africa,,,1606,,
2018-10-26,El Pacto,Horror,,1453,,
2018-12-14,That Way Madness Lies,Documentary,650000,1447,0,1447
2018-04-13,Marrowbone,Horror,,1377,,
2018-10-26,Beauty & the Beholder,Romantic Comedy,,1368,,
2018-11-23,Invisible Hands,Documentary,,1034,,
2017-07-28,30 Years of Garbage: The Ga…,Documentary,,935,,
2004-03-26,Two Men Went to War,Comedy,,925,,
2017-10-13,Bad Lucky Goat,Drama,,835,,
2018-10-19,TVTV: Video Revolutionaries,Documentary,,812,,
2018-08-17,Billionaire Boys Club,Drama,,618,,
2010-12-17,To Die is Hard,Comedy,,580,,
2018-05-11,Higher Power,Thriller/Suspense,500000,528,0,528
2018-04-20,Mobile Homes,Drama,,449,,
2013-02-08,Midget Zombie Takeover,Comedy,,402,,
2017-11-17,Sweet Virginia,Thriller/Suspense,,301,,
2019-04-26,Avengers: Endgame,Action,400000000,858373000,1939427564,2797800564
2019-07-19,The Lion King,Adventure,260000000,543638043,1113305351,1656943394
2019-07-19,The Lion King,Adventure,79300000,543638043,564429585,986214868
2019-11-22,Frozen II,Adventure,150000000,450439533,970176133,1447549711
2019-06-21,Toy Story 4,Adventure,200000000,434038008,639356805,1073394813
2019-03-08,Captain Marvel,Action,175000000,426829839,702900000,1129729839
2019-12-20,Star Wars: The Rise of Skyw…,Adventure,,390706234,,
2019-07-02,Spider-Man: Far From Home,Action,160000000,390532085,736374155,1126906240
2019-05-24,Aladdin,Adventure,182000000,355559216,695400000,1050959216
2019-05-24,Aladdin,Adventure,28000000,355559216,286700000,504050219
2019-10-04,Joker,Thriller/Suspense,55000000,333772511,737271282,1072722593
2019-12-13,Jumanji: The Next Level,Adventure,125000000,235933751,480900000,797731246
2019-09-06,It: Chapter Two,Horror,70000000,211593228,257973578,469566806
2019-03-22,Us,Thriller/Suspense,20000000,175084580,81084499,256169079
2019-08-02,Fast & Furious Presents: Ho…,Action,,173956935,,
2019-05-17,John Wick: Chapter 3 â Para…,Action,,171015687,,
2019-02-22,How to Train Your Dragon: T…,Adventure,,160799505,,
2019-06-07,The Secret Life of Pets 2,Adventure,80000000,158874395,275565120,434439515
2019-05-10,PokÃ©mon: Detective Pikachu,Adventure,150000000,144105346,288638601,432743947
2019-07-26,Once Upon a Timeâ¦in Hollywo…,Thriller/Suspense,,141096530,,
2019-04-05,Shazam!,Action,85000000,140371656,223292877,363664533
2018-12-21,Aquaman,Action,160000000,136001983,808904713,1143966520
2019-11-27,Knives Out,Drama,40000000,130119450,142149463,307512717
2019-03-29,Dumbo,Adventure,170000000,114766307,238400000,353166307
2019-10-18,Maleficent: Mistress of Evil,Adventure,185000000,113294737,375416890,489346495
2019-01-18,Glass,Thriller/Suspense,20000000,111048468,135950571,246999039
2019-05-31,Godzilla: King of the Monsters,Action,170000000,110500138,272799777,383299915
2019-11-15,Ford v. Ferrari,Drama,97600000,109976339,106827345,224451702
2019-01-11,The Upside,Comedy,37500000,108235497,17582943,125818440
2019-02-08,The LEGO Movie 2: The Secon…,Adventure,,105806508,,
2019-09-13,Hustlers,Black Comedy,20700000,104962986,45509115,150472713
2019-10-11,The Addams Family,Adventure,30000000,97185807,78000000,191502246
2019-10-11,The Addams Family,Adventure,24000000,97185807,102910621,200096428
2019-09-20,Downton Abbey,Drama,,96853865,,
2019-05-31,Rocketman,Drama,41000000,96368160,97393234,193761394
2019-02-14,Alita: Battle Angel,Action,170000000,85710210,316069529,401779739
2019-08-16,Good Boys,Comedy,20000000,83140306,28007468,111147774
